frame,x1,y1,x2,y2,cx,cy,visibility
0,0.0,0.0,0.0,0.0,0,0,0
1,0.0,0.0,0.0,0.0,0,0,0
2,0.0,0.0,0.0,0.0,0,0,0
3,0.0,0.0,0.0,0.0,0,0,0
4,2214.19873046875,1410.469970703125,2259.24169921875,1440.0,2236,1425,1
5,2214.24072265625,1410.4765625,2259.22900390625,1440.0,2236,1425,1
6,2214.34423828125,1410.5343017578125,2259.10791015625,1440.0,2236,1425,1
7,2214.332763671875,1410.3829345703125,2259.461181640625,1440.0,2236,1425,1
8,2480.92724609375,1121.4869384765625,2532.21142578125,1195.9927978515625,2506,1158,1
8,2214.3017578125,1410.6318359375,2259.1376953125,1440.0,2236,1425,1
9,0.0,0.0,0.0,0.0,0,0,0
10,2432.206787109375,690.535888671875,2479.794677734375,750.73291015625,2456,720,1
10,894.3408813476562,1030.9617919921875,938.1508178710938,1093.7774658203125,916,1062,1
10,2214.78076171875,1410.4080810546875,2259.44873046875,1440.0,2237,1425,1
11,2406.386962890625,491.184326171875,2459.993896484375,557.9169921875,2433,524,1
11,894.3204345703125,1030.9908447265625,938.1409912109375,1093.6663818359375,916,1062,1
11,2214.775390625,1410.3134765625,2259.4580078125,1440.0,2237,1425,1
12,2396.390625,291.34283447265625,2450.3642578125,363.35772705078125,2423,327,1
13,0.0,0.0,0.0,0.0,0,0,0
14,0.0,0.0,0.0,0.0,0,0,0
15,2367.1357421875,56.98143768310547,2413.498046875,126.06890869140625,2390,91,1
16,2367.209716796875,56.97412109375,2413.510009765625,125.98587036132812,2390,91,1
17,2367.25,56.953529357910156,2413.5126953125,125.87472534179688,2390,91,1
18,2367.24951171875,56.94109344482422,2413.52783203125,125.88226318359375,2390,91,1
19,2367.20556640625,56.957984924316406,2413.53857421875,125.93313598632812,2390,91,1
20,2367.18701171875,57.05548095703125,2413.53173828125,125.921142578125,2390,91,1
21,2367.2412109375,57.025177001953125,2413.556640625,125.90609741210938,2390,91,1
22,2367.2890625,57.00977325439453,2413.5888671875,125.94256591796875,2390,91,1
23,2367.25830078125,56.98126983642578,2413.5517578125,125.97613525390625,2390,91,1
24,2367.24365234375,56.92945861816406,2413.56103515625,125.90846252441406,2390,91,1
25,2367.19580078125,57.04773712158203,2413.35205078125,125.95220947265625,2390,91,1
26,2365.9521484375,57.0283203125,2411.8759765625,123.98251342773438,2388,90,1
27,2361.17041015625,37.60130310058594,2410.85888671875,112.994873046875,2386,75,1
28,2359.279296875,35.464263916015625,2410.5439453125,106.84312438964844,2384,71,1
29,2355.225341796875,25.674789428710938,2407.537841796875,99.1966552734375,2381,62,1
30,2352.738037109375,18.550323486328125,2402.788330078125,90.46115112304688,2377,54,1
31,2344.38916015625,9.421634674072266,2403.32421875,84.08505249023438,2373,46,1
32,0.0,0.0,0.0,0.0,0,0,0
33,2330.437744140625,0.0,2383.421630859375,49.65049743652344,2356,24,1
34,2319.982421875,0.0,2373.78515625,35.282867431640625,2346,17,1
35,0.0,0.0,0.0,0.0,0,0,0
36,0.0,0.0,0.0,0.0,0,0,0
37,0.0,0.0,0.0,0.0,0,0,0
38,0.0,0.0,0.0,0.0,0,0,0
39,0.0,0.0,0.0,0.0,0,0,0
40,0.0,0.0,0.0,0.0,0,0,0
41,0.0,0.0,0.0,0.0,0,0,0
42,0.0,0.0,0.0,0.0,0,0,0
43,0.0,0.0,0.0,0.0,0,0,0
44,0.0,0.0,0.0,0.0,0,0,0
45,0.0,0.0,0.0,0.0,0,0,0
46,0.0,0.0,0.0,0.0,0,0,0
47,0.0,0.0,0.0,0.0,0,0,0
48,0.0,0.0,0.0,0.0,0,0,0
49,0.0,0.0,0.0,0.0,0,0,0
50,0.0,0.0,0.0,0.0,0,0,0
51,0.0,0.0,0.0,0.0,0,0,0
52,0.0,0.0,0.0,0.0,0,0,0
53,0.0,0.0,0.0,0.0,0,0,0
54,0.0,0.0,0.0,0.0,0,0,0
55,0.0,0.0,0.0,0.0,0,0,0
56,0.0,0.0,0.0,0.0,0,0,0
57,0.0,0.0,0.0,0.0,0,0,0
58,0.0,0.0,0.0,0.0,0,0,0
59,0.0,0.0,0.0,0.0,0,0,0
60,0.0,0.0,0.0,0.0,0,0,0
61,0.0,0.0,0.0,0.0,0,0,0
62,0.0,0.0,0.0,0.0,0,0,0
63,0.0,0.0,0.0,0.0,0,0,0
64,0.0,0.0,0.0,0.0,0,0,0
65,0.0,0.0,0.0,0.0,0,0,0
66,0.0,0.0,0.0,0.0,0,0,0
67,0.0,0.0,0.0,0.0,0,0,0
68,0.0,190.859375,1120.210693359375,1440.0,560,815,1
69,0.0,0.0,0.0,0.0,0,0,0
70,0.0,0.0,0.0,0.0,0,0,0
71,0.0,0.0,0.0,0.0,0,0,0
72,0.0,0.0,0.0,0.0,0,0,0
73,0.0,0.0,0.0,0.0,0,0,0
74,0.0,0.0,0.0,0.0,0,0,0
75,0.0,0.0,0.0,0.0,0,0,0
76,0.0,0.0,0.0,0.0,0,0,0
77,0.0,0.0,0.0,0.0,0,0,0
78,0.0,0.0,0.0,0.0,0,0,0
79,0.0,0.0,0.0,0.0,0,0,0
80,0.0,0.0,0.0,0.0,0,0,0
81,0.0,0.0,0.0,0.0,0,0,0
82,0.0,0.0,0.0,0.0,0,0,0
83,0.0,0.0,0.0,0.0,0,0,0
84,0.0,0.0,0.0,0.0,0,0,0
85,0.0,0.0,0.0,0.0,0,0,0
86,0.0,0.0,0.0,0.0,0,0,0
87,0.0,0.0,0.0,0.0,0,0,0
88,0.0,0.0,0.0,0.0,0,0,0
89,0.0,0.0,0.0,0.0,0,0,0
90,0.0,0.0,0.0,0.0,0,0,0
91,0.0,0.0,0.0,0.0,0,0,0
92,0.0,0.0,0.0,0.0,0,0,0
93,0.0,0.0,0.0,0.0,0,0,0
94,0.0,0.0,0.0,0.0,0,0,0
95,2440.57080078125,531.3380126953125,2519.26025390625,620.6204833984375,2479,575,1
96,2440.63671875,531.8125,2519.408203125,620.6260986328125,2480,576,1
97,2436.9208984375,524.5328369140625,2524.5322265625,626.486572265625,2480,575,1
98,2452.87646484375,690.81689453125,2509.90380859375,761.443603515625,2481,726,1
99,2452.12646484375,690.425048828125,2508.82861328125,762.57763671875,2480,726,1
100,2452.93896484375,691.6326904296875,2506.56103515625,762.2969970703125,2479,726,1
101,2452.90478515625,691.6905517578125,2506.18017578125,762.2564697265625,2479,726,1
102,2453.4169921875,691.4598999023438,2505.8212890625,761.5244750976562,2479,726,1
102,2436.572021484375,524.7840576171875,2518.635498046875,618.9918212890625,2477,571,1
103,2453.450439453125,692.0977783203125,2505.735107421875,761.527587890625,2479,726,1
103,2436.739990234375,525.3626708984375,2518.481201171875,618.6275634765625,2477,571,1
104,2453.4287109375,692.62548828125,2505.7666015625,761.908935546875,2479,727,1
104,2436.6015625,525.1346435546875,2518.2294921875,618.62744140625,2477,571,1
105,2453.154296875,692.1134643554688,2506.01708984375,762.0399780273438,2479,727,1
105,2436.54296875,524.9583129882812,2518.14013671875,618.3323364257812,2477,571,1
106,2453.17236328125,692.3289184570312,2505.91943359375,761.2549438476562,2479,726,1
