frame,x1,y1,x2,y2,cx,cy,visibility
0,2367.9875,684.33356,2412.0596,749.87683,2390,717,1
0,2375.3882,1408.683,2429.2886,1444.0,2402,1426,1
0,1213.0837,115.45508,1260.934,181.96375,1237,148,1
0,37.513638,493.78043,1012.85284,1315.6157,525,904,1
1,2375.3694,1408.8538,2429.146,1444.0,2402,1426,1
1,1211.9562,112.46185,1261.5575,184.67004,1236,148,1
1,40.33873,498.1137,1001.6549,1303.8203,520,900,1
1,2370.2317,623.5916,2411.2231,687.1057,2390,655,1
2,2375.367,1408.9077,2429.1294,1444.0,2402,1426,1
2,1211.9672,112.45879,1261.559,184.65613,1236,148,1
2,2363.943,575.7899,2410.4028,644.8487,2387,610,1
2,35.600338,496.75162,912.1265,1320.6896,473,908,1
3,2375.3584,1408.8765,2429.131,1444.0,2402,1426,1
3,1211.9493,112.46837,1261.6271,185.06218,1236,148,1
3,2367.6775,518.1941,2414.7334,591.98425,2391,555,1
3,35.497635,496.98117,911.2198,1319.8403,473,908,1
4,2375.3186,1408.8447,2429.1123,1444.0,2402,1426,1
4,1213.0076,115.12867,1261.0668,182.54703,1237,148,1
4,2369.0066,461.98206,2410.4146,527.8439,2389,494,1
4,33.805477,497.21622,951.6631,1331.0845,492,914,1
5,2360.5571,409.28564,2410.4878,475.0133,2385,442,1
5,2375.1023,1409.0243,2429.149,1444.0,2402,1426,1
5,1212.383,112.40396,1261.64,184.18005,1237,148,1
5,34.69925,499.54532,953.0014,1324.7341,493,912,1
6,2375.1042,1409.0311,2429.1567,1444.0,2402,1426,1
6,1212.3275,112.43452,1261.6478,184.29758,1236,148,1
6,2352.5298,346.18756,2407.7722,415.1743,2380,380,1
6,34.83196,499.59192,948.8667,1325.3168,491,912,1
7,2375.1287,1409.1316,2429.1514,1444.0,2402,1426,1
7,1212.3478,112.508865,1261.7114,184.588,1237,148,1
7,2339.338,304.48416,2392.6545,381.41864,2365,342,1
7,35.224533,500.91437,949.9607,1324.5583,492,912,1
8,2334.421,276.28082,2381.1655,344.1173,2357,310,1
8,2375.259,1409.0867,2429.165,1444.0,2402,1426,1
8,1212.1909,112.48361,1261.7043,184.80789,1236,148,1
8,35.946747,498.43048,927.0048,1338.9548,481,918,1
9,2375.1292,1409.0964,2429.331,1444.0,2402,1426,1
9,1211.822,112.58739,1261.6898,185.41368,1236,149,1
9,2324.373,254.31445,2379.3086,324.95233,2351,289,1
9,36.58846,497.59225,917.0636,1340.0295,476,918,1
10,2375.119,1409.0707,2429.337,1444.0,2402,1426,1
10,1211.8127,112.587845,1261.6975,185.51178,1236,149,1
10,2326.9385,226.31905,2376.3655,300.46848,2351,263,1
11,2375.1267,1409.0599,2429.3335,1444.0,2402,1426,1
11,1211.7783,112.55103,1261.6978,185.46268,1236,149,1
12,2375.158,1408.955,2429.1782,1444.0,2402,1426,1
12,1211.8264,112.57734,1261.6844,185.36804,1236,148,1
12,33.433453,497.59238,860.7351,1344.2804,447,920,1
13,2375.0293,1409.0687,2429.3218,1444.0,2402,1426,1
13,1211.7485,112.59903,1261.7153,185.54018,1236,149,1
13,33.429,498.4495,857.1654,1339.7522,445,919,1
13,1447.6343,36.132927,1492.8572,98.81606,1470,67,1
14,2375.0664,1409.0876,2429.3052,1444.0,2402,1426,1
14,1211.7496,112.57305,1261.7098,185.50114,1236,149,1
14,31.99787,502.12778,852.34863,1342.3774,442,922,1
14,1447.6769,36.14186,1492.8413,98.76081,1470,67,1
15,2375.0588,1409.0818,2429.303,1444.0,2402,1426,1
15,1211.7156,112.61091,1261.7306,185.65225,1236,149,1
15,32.22395,501.52936,852.3542,1343.4694,442,922,1
15,1447.653,36.13814,1492.8213,98.77535,1470,67,1
16,2375.0833,1408.9501,2429.3184,1444.0,2402,1426,1
16,1213.0491,115.20396,1261.0155,182.99721,1237,149,1
16,32.30988,499.32065,852.2663,1342.1072,442,920,1
17,2374.9863,1409.083,2429.1519,1444.0,2402,1426,1
17,1213.1108,115.40176,1261.176,183.13933,1237,149,1
17,32.486256,500.07712,852.08636,1341.909,442,920,1
17,1447.5713,36.139923,1492.8674,98.818245,1470,67,1
18,2375.0283,1409.1343,2429.2114,1444.0,2402,1426,1
18,1211.6088,112.664474,1261.8054,187.1847,1236,149,1
18,32.636227,500.66736,851.8404,1338.0331,442,919,1
18,1447.4888,36.121384,1492.8928,98.83047,1470,67,1
19,2375.0244,1409.1234,2429.1987,1444.0,2402,1426,1
19,1211.6088,112.675514,1261.7991,187.19672,1236,149,1
19,32.5026,500.63492,851.9513,1337.5781,442,919,1
19,1447.4376,36.116978,1492.8943,98.91207,1470,67,1
20,2375.022,1409.105,2429.267,1444.0,2402,1426,1
20,1211.67,112.7039,1261.7788,186.74849,1236,149,1
20,31.70702,501.0306,853.90424,1335.2506,442,918,1
20,1447.4958,36.098133,1492.8943,98.810555,1470,67,1
21,2375.0396,1409.1746,2429.2578,1444.0,2402,1426,1
21,1211.6888,112.65724,1261.7747,186.70235,1236,149,1
21,31.758554,500.91656,853.69525,1335.769,442,918,1
21,1447.5,36.062134,1492.9259,98.80415,1470,67,1
22,2375.363,1409.0908,2429.2085,1444.0,2402,1426,1
22,1212.9878,116.335396,1261.0977,184.26129,1237,150,1
22,28.99137,501.33505,851.042,1335.9204,440,918,1
