frame,x1,y1,x2,y2,cx,cy,visibility
0,1186.0107,612.19336,1263.7476,705.29443,1224,658,1
0,2329.2368,1234.4359,2377.6733,1298.192,2353,1266,1
0,1570.7207,1307.7784,1620.2329,1371.7509,1595,1339,1
1,2328.9185,1234.27,2377.4097,1298.1152,2353,1266,1
1,1187.2549,614.30774,1264.3257,705.3573,1225,659,1
1,1570.9136,1308.2043,1618.9102,1371.197,1594,1339,1
2,2328.9023,1234.2769,2377.4004,1298.1401,2353,1266,1
2,1187.3286,614.28845,1264.237,705.40894,1225,659,1
2,1570.8887,1308.2522,1618.8301,1371.2166,1594,1339,1
3,1185.9553,614.7853,1262.9695,705.42896,1224,660,1
3,2328.996,1234.2794,2377.4512,1297.9003,2353,1266,1
3,1570.7305,1308.1117,1618.8872,1371.3712,1594,1339,1
4,1186.1252,614.3546,1263.0364,705.9061,1224,660,1
4,2329.0295,1234.3966,2377.4163,1297.8798,2353,1266,1
4,1570.6038,1307.7883,1619.638,1371.6062,1595,1339,1
5,1185.54,614.3622,1262.9316,705.8546,1224,660,1
5,2329.1802,1234.3661,2377.5552,1298.0558,2353,1266,1
5,1570.875,1308.0427,1619.6938,1371.5295,1595,1339,1
6,1184.8639,613.90564,1262.2997,704.2899,1223,659,1
6,2329.1343,1234.3619,2377.5942,1297.9933,2353,1266,1
6,1570.8738,1308.0554,1619.6917,1371.5452,1595,1339,1
7,1184.7108,614.1312,1262.3866,704.598,1223,659,1
7,2329.1538,1234.4126,2377.5684,1298.0374,2353,1266,1
7,1570.8611,1308.1907,1619.5525,1371.5845,1595,1339,1
8,1184.9539,614.148,1262.2415,704.2625,1223,659,1
8,2329.1812,1234.501,2377.4966,1297.9624,2353,1266,1
8,1570.8059,1308.0115,1620.0688,1371.6208,1595,1339,1
9,1184.8527,614.7675,1261.8497,704.0589,1223,659,1
9,2329.232,1234.5271,2377.4692,1298.1536,2353,1266,1
9,1570.7981,1307.8188,1620.1804,1371.5781,1595,1339,1
10,1184.8313,614.7499,1261.9124,704.04956,1223,659,1
10,2329.336,1234.479,2377.4688,1298.0688,2353,1266,1
10,1570.7455,1307.8423,1619.8339,1371.5464,1595,1339,1
11,1185.0057,614.5076,1262.1805,704.4244,1223,659,1
11,2329.3281,1234.413,2377.5576,1297.9904,2353,1266,1
11,1570.8104,1307.9673,1619.6364,1371.5225,1595,1339,1
12,1185.0537,614.5514,1262.3203,704.1527,1223,659,1
12,2329.3965,1234.5076,2377.5684,1297.8982,2353,1266,1
12,1570.8469,1308.0063,1619.5017,1371.4858,1595,1339,1
13,1184.9546,614.53516,1262.27,704.547,1223,659,1
13,2329.4102,1234.5876,2377.5225,1297.991,2353,1266,1
13,634.0931,1325.0383,677.59406,1386.1323,655,1355,1
13,1570.7957,1308.0525,1619.8708,1371.5613,1595,1339,1
13,1598.2673,462.594,1682.0623,555.49976,1640,509,1
14,1184.934,614.5228,1262.3346,704.5929,1223,659,1
14,2329.4224,1234.5972,2377.5117,1298.0088,2353,1266,1
14,634.0654,1325.0132,677.57874,1386.0732,655,1355,1
14,1570.8096,1308.0547,1619.8315,1371.5508,1595,1339,1
14,1598.3274,462.60104,1682.0691,555.397,1640,508,1
15,1185.2727,614.6625,1262.5969,704.2472,1223,659,1
15,2329.1304,1234.9341,2377.4712,1298.23,2353,1266,1
15,634.03314,1325.0043,677.5512,1386.0123,655,1355,1
15,1598.531,462.57272,1681.8667,555.11694,1640,508,1
15,1570.6665,1307.8708,1619.0508,1371.4963,1594,1339,1
16,1187.1536,613.6915,1263.1511,703.89294,1225,658,1
16,2329.1204,1234.9297,2377.4568,1298.1882,2353,1266,1
16,1595.6,462.27612,1678.4269,553.33875,1637,507,1
16,633.9192,1325.0094,677.5481,1386.1732,655,1355,1
16,1570.7008,1307.9458,1618.7933,1371.4702,1594,1339,1
17,1187.2034,614.14734,1263.7253,705.35706,1225,659,1
17,2329.0933,1234.7073,2377.4292,1298.304,2353,1266,1
17,1570.6917,1307.8464,1618.6892,1371.4812,1594,1339,1
17,633.88763,1324.9075,677.55023,1386.0945,655,1355,1
17,1592.9946,462.48105,1677.1782,554.5021,1635,508,1
18,1187.1769,614.0104,1263.6117,705.49756,1225,659,1
18,2329.1006,1234.6892,2377.4453,1298.2805,2353,1266,1
18,1570.612,1307.8323,1618.6213,1371.4946,1594,1339,1
18,1592.7816,462.39932,1677.2916,554.7838,1635,508,1
19,1187.2192,614.1499,1263.5864,705.4905,1225,659,1
19,2329.101,1234.6592,2377.4468,1298.2778,2353,1266,1
19,1570.6218,1307.834,1618.617,1371.4917,1594,1339,1
19,1592.7615,462.38046,1677.2693,554.83484,1635,508,1
20,1186.9739,613.4556,1263.2444,704.30743,1225,658,1
20,1591.2148,461.80664,1678.302,555.75867,1634,508,1
20,2329.0156,1234.7319,2377.3896,1298.2029,2353,1266,1
20,633.9557,1324.9326,677.5768,1386.0884,655,1355,1
20,1570.7451,1307.9292,1618.7024,1371.3789,1594,1339,1
21,1187.0834,613.37476,1263.3092,704.7219,1225,659,1
