frame,x1,y1,x2,y2,cx,cy,visibility
0,1433.1294,24.101791,1484.3185,86.35893,1458,55,1
0,2213.6394,1412.0701,2255.5977,1442.0,2234,1427,1
1,1432.7137,23.525276,1484.6672,86.51494,1458,55,1
1,2212.8943,1412.1622,2255.325,1442.0,2234,1427,1
2,1432.7909,23.66471,1484.5795,86.27251,1458,54,1
2,2212.9758,1412.197,2255.2112,1442.0,2234,1427,1
3,1432.7377,23.633636,1484.7012,86.54535,1458,55,1
3,2212.9248,1412.1569,2255.3032,1442.0,2234,1427,1
4,1432.7684,23.445704,1484.2623,86.55949,1458,55,1
4,2212.5562,1412.2004,2255.175,1442.0,2233,1427,1
5,1432.7448,23.543192,1484.9763,86.50413,1458,55,1
5,2213.042,1412.3079,2255.1587,1442.0,2234,1427,1
6,1432.8024,23.571154,1484.892,86.34824,1458,54,1
6,2213.104,1412.2007,2255.281,1442.0,2234,1427,1
7,1432.9033,23.384823,1484.9117,86.86215,1458,55,1
7,967.3395,903.75916,1024.314,986.69507,995,945,1
7,2213.2493,1412.2876,2255.1223,1442.0,2234,1427,1
8,1432.9374,23.393742,1484.9236,86.85546,1458,55,1
8,2213.3083,1412.1537,2255.246,1442.0,2234,1427,1
9,1432.9492,23.468512,1484.8573,86.82848,1458,55,1
9,2212.814,1412.3169,2254.9744,1442.0,2233,1427,1
9,807.3907,610.43884,844.4347,670.00165,825,640,1
10,1433.0339,23.256092,1484.8735,86.77512,1458,55,1
10,2212.8313,1412.3137,2254.9507,1442.0,2233,1427,1
11,1433.0416,23.32754,1484.8307,86.73362,1458,55,1
11,2212.8071,1412.1527,2255.187,1442.0,2233,1427,1
12,1433.0846,23.389107,1484.7742,86.547745,1458,54,1
12,2213.0571,1412.1201,2255.2761,1442.0,2234,1427,1
13,1432.9814,22.953032,1484.886,86.5599,1458,54,1
13,2212.7,1412.2998,2255.035,1442.0,2233,1427,1
14,1432.9698,22.920692,1484.8893,86.62979,1458,54,1
14,2212.7031,1412.2916,2255.0479,1442.0,2233,1427,1
15,1432.9355,23.009977,1484.9056,86.77682,1458,54,1
15,2212.6667,1412.2921,2255.01,1442.0,2233,1427,1
16,1432.9448,23.034449,1485.0696,87.022156,1459,55,1
16,2212.5957,1412.279,2255.025,1442.0,2233,1427,1
17,1432.9382,22.890274,1485.1025,86.971825,1459,54,1
17,2212.6147,1412.2903,2255.024,1442.0,2233,1427,1
18,1432.9138,22.753374,1485.0342,86.90105,1458,54,1
18,961.8506,882.7212,1031.0138,964.6776,996,923,1
18,2212.629,1412.3132,2255.0234,1442.0,2233,1427,1
19,1432.9392,22.838802,1485.0161,86.801636,1458,54,1
19,2212.6528,1412.3276,2255.0386,1442.0,2233,1427,1
19,807.4348,610.90125,844.0866,669.0269,825,639,1
20,1432.9442,22.859964,1485.0211,86.74396,1458,54,1
20,2212.7036,1412.2974,2255.0366,1442.0,2233,1427,1
20,807.59064,610.9666,844.0359,668.62396,825,639,1
21,1432.9299,22.909365,1484.9283,86.618095,1458,54,1
21,2212.7332,1412.2766,2255.2078,1442.0,2233,1427,1
21,807.33545,610.9789,843.8552,668.75476,825,639,1
22,1432.9628,22.960974,1484.8978,86.54956,1458,54,1
22,2212.7148,1412.2701,2255.2354,1442.0,2233,1427,1
23,1432.9674,22.967913,1484.9174,86.50777,1458,54,1
23,2212.741,1412.2693,2255.2268,1442.0,2233,1427,1
23,807.10236,611.58563,843.3106,668.51514,825,640,1
24,1432.9684,22.97212,1484.9161,86.518135,1458,54,1
24,2212.761,1412.2556,2255.2815,1442.0,2234,1427,1
24,807.1015,611.6005,843.3077,668.4806,825,640,1
25,1432.9366,22.90328,1484.9686,86.64473,1458,54,1
25,2212.7278,1412.2323,2255.298,1442.0,2234,1427,1
25,806.7198,611.44305,843.23047,669.2442,824,640,1
26,1432.9453,22.89613,1484.9648,86.67185,1458,54,1
26,2212.7449,1412.2104,2255.2966,1442.0,2234,1427,1
27,1432.9419,22.867115,1484.991,86.753685,1458,54,1
27,2212.739,1412.2051,2255.3074,1442.0,2234,1427,1
27,806.9558,611.02484,843.855,669.70435,825,640,1
28,1432.944,22.867466,1484.9877,86.75263,1458,54,1
28,2212.7385,1412.2048,2255.3079,1442.0,2234,1427,1
28,806.94293,611.0297,843.8567,669.71814,825,640,1
29,1432.9036,22.845587,1484.9296,87.028694,1458,54,1
29,806.8011,610.396,844.20166,669.4062,825,639,1
29,2212.9211,1412.302,2254.9458,1442.0,2233,1427,1
30,1432.8906,22.835218,1484.9388,87.05158,1458,54,1
30,2212.9202,1412.3041,2254.9448,1442.0,2233,1427,1
30,806.7869,610.4346,844.1376,669.43384,825,639,1
31,1432.956,23.073786,1484.8868,87.44225,1458,55,1
31,806.7591,610.5014,844.0966,669.1411,825,639,1
31,2212.926,1412.3076,2254.9048,1442.0,2233,1427,1
32,1432.9127,23.01039,1484.8877,87.51733,1458,55,1
32,806.98755,610.444,844.2646,668.91095,825,639,1
32,2212.9617,1412.3221,2254.8538,1442.0,2233,1427,1
33,1432.9497,23.018532,1484.8993,87.29248,1458,55,1
33,806.82715,610.10803,844.59326,669.0517,825,639,1
33,2213.9983,1412.3215,2254.8528,1442.0,2234,1427,1
34,1432.9723,23.015787,1484.8922,87.325005,1458,55,1
