frame,x1,y1,x2,y2,cx,cy,visibility
0,2216.0498046875,1411.0478515625,2259.244140625,1440.0,2237,1425,1
0,2379.120849609375,1408.885498046875,2429.530029296875,1440.0,2404,1424,1
1,2215.6025390625,1411.1287841796875,2259.0029296875,1440.0,2237,1425,1
1,2379.013671875,1408.4146728515625,2429.9453125,1440.0,2404,1424,1
2,2215.60693359375,1411.1246337890625,2259.0078125,1440.0,2237,1425,1
2,2379.016357421875,1408.42529296875,2429.911865234375,1440.0,2404,1424,1
3,2215.65771484375,1411.143798828125,2259.05615234375,1440.0,2237,1425,1
3,2378.9765625,1408.33544921875,2429.716796875,1440.0,2404,1424,1
4,2215.94921875,1411.199462890625,2258.93896484375,1440.0,2237,1425,1
4,2378.98828125,1408.4669189453125,2429.724609375,1440.0,2404,1424,1
5,2215.452392578125,1411.354248046875,2258.791259765625,1440.0,2237,1425,1
5,2379.0009765625,1408.365966796875,2430.0263671875,1440.0,2404,1424,1
6,2215.431396484375,1411.4156494140625,2258.747314453125,1440.0,2237,1425,1
6,2378.9951171875,1408.4215087890625,2429.970703125,1440.0,2404,1424,1
7,2215.540283203125,1411.3359375,2258.668701171875,1440.0,2237,1425,1
7,2378.92138671875,1408.392333984375,2429.87646484375,1440.0,2404,1424,1
8,2215.58837890625,1411.40185546875,2258.5048828125,1440.0,2237,1425,1
8,2378.62451171875,1408.2547607421875,2429.36865234375,1440.0,2403,1424,1
9,2215.666015625,1411.55859375,2258.3583984375,1440.0,2237,1425,1
9,2378.732177734375,1408.192138671875,2429.690673828125,1440.0,2404,1424,1
10,2215.5830078125,1411.462646484375,2258.2958984375,1440.0,2236,1425,1
10,2378.653076171875,1408.227783203125,2429.489013671875,1440.0,2404,1424,1
11,2215.6279296875,1411.3717041015625,2258.5068359375,1440.0,2237,1425,1
11,2378.7275390625,1408.240478515625,2429.640625,1440.0,2404,1424,1
12,2215.53564453125,1411.33837890625,2258.32763671875,1440.0,2236,1425,1
12,2378.671875,1408.281494140625,2429.4765625,1440.0,2404,1424,1
13,2215.59716796875,1411.225830078125,2258.64794921875,1440.0,2237,1425,1
13,2378.7939453125,1408.3671875,2429.7763671875,1440.0,2404,1424,1
14,2215.7177734375,1411.24951171875,2258.4248046875,1440.0,2237,1425,1
14,2378.83349609375,1408.33740234375,2429.775390625,1440.0,2404,1424,1
15,2215.81787109375,1411.363037109375,2258.41357421875,1440.0,2237,1425,1
15,2378.8046875,1408.369384765625,2429.71728515625,1440.0,2404,1424,1
16,2215.776611328125,1411.2425537109375,2258.394775390625,1440.0,2237,1425,1
16,2378.805908203125,1408.3658447265625,2429.725830078125,1440.0,2404,1424,1
17,2215.798828125,1411.2315673828125,2258.54150390625,1440.0,2237,1425,1
17,2378.795166015625,1408.346435546875,2429.740478515625,1440.0,2404,1424,1
18,2216.0166015625,1411.260009765625,2258.560546875,1440.0,2237,1425,1
18,2378.807373046875,1408.337890625,2429.649169921875,1440.0,2404,1424,1
19,2215.8828125,1411.3070068359375,2258.5869140625,1440.0,2237,1425,1
19,2378.776611328125,1408.25244140625,2429.691162109375,1440.0,2404,1424,1
20,2215.73681640625,1411.322509765625,2258.31005859375,1440.0,2237,1425,1
20,2378.77294921875,1408.281005859375,2429.61474609375,1440.0,2404,1424,1
21,2215.603515625,1411.277099609375,2258.58203125,1440.0,2237,1425,1
21,2378.70361328125,1408.172607421875,2429.59228515625,1440.0,2404,1424,1
22,2215.722412109375,1411.203369140625,2258.599853515625,1440.0,2237,1425,1
22,2378.746337890625,1408.259033203125,2429.637939453125,1440.0,2404,1424,1
23,2215.75244140625,1411.243408203125,2258.6005859375,1440.0,2237,1425,1
23,2378.765625,1408.305908203125,2429.68359375,1440.0,2404,1424,1
24,2215.774658203125,1411.21484375,2258.511962890625,1440.0,2237,1425,1
24,2378.77001953125,1408.3291015625,2429.71044921875,1440.0,2404,1424,1
25,2215.76416015625,1411.22998046875,2258.60009765625,1440.0,2237,1425,1
25,2378.71630859375,1408.283447265625,2429.64111328125,1440.0,2404,1424,1
26,2215.7548828125,1411.25244140625,2258.49658203125,1440.0,2237,1425,1
26,2378.6875,1408.260986328125,2429.5537109375,1440.0,2404,1424,1
27,2215.712646484375,1411.271484375,2258.627685546875,1440.0,2237,1425,1
27,2378.6923828125,1408.225341796875,2429.564453125,1440.0,2404,1424,1
28,2215.74072265625,1411.2862548828125,2258.42724609375,1440.0,2237,1425,1
28,2378.76708984375,1408.262939453125,2429.576171875,1440.0,2404,1424,1
29,2215.77734375,1411.3387451171875,2258.55908203125,1440.0,2237,1425,1
29,2378.73291015625,1408.224853515625,2429.45947265625,1440.0,2404,1424,1
30,2215.78759765625,1411.2099609375,2258.462890625,1440.0,2237,1425,1
30,2378.748291015625,1408.288818359375,2429.367919921875,1440.0,2404,1424,1
31,2215.7626953125,1411.252685546875,2258.6103515625,1440.0,2237,1425,1
31,2378.7255859375,1408.308837890625,2429.4951171875,1440.0,2404,1424,1
32,2215.68505859375,1411.1748046875,2258.56494140625,1440.0,2237,1425,1
32,2378.732421875,1408.3499755859375,2429.4833984375,1440.0,2404,1424,1
33,2215.67724609375,1411.206787109375,2258.6591796875,1440.0,2237,1425,1
33,2378.712890625,1408.2884521484375,2429.5107421875,1440.0,2404,1424,1
34,2215.70751953125,1411.2041015625,2258.50341796875,1440.0,2237,1425,1
