frame,x1,y1,x2,y2,cx,cy,visibility
0,2252.1602,1176.5591,2303.8418,1232.9751,2278,1204,1
1,2252.276,1177.0535,2304.105,1233.6106,2278,1205,1
2,2252.8403,1177.137,2304.1099,1233.0195,2278,1205,1
3,2252.7202,1176.9927,2304.1553,1233.2869,2278,1205,1
4,2252.5056,1176.911,2304.193,1233.1581,2278,1205,1
5,2252.844,1176.6545,2304.2185,1232.9143,2278,1204,1
6,2252.9688,1176.5298,2304.1455,1232.5933,2278,1204,1
7,2252.8794,1176.3135,2304.1763,1232.4888,2278,1204,1
8,2252.9194,1176.6404,2304.1313,1232.9143,2278,1204,1
9,2252.9487,1176.4348,2304.187,1232.5459,2278,1204,1
10,2252.9873,1176.5957,2304.1982,1232.8125,2278,1204,1
11,2252.9316,1176.6201,2304.2754,1232.895,2278,1204,1
12,2253.283,1176.6783,2304.3757,1232.8116,2278,1204,1
13,2252.9473,1176.6719,2304.3086,1233.1904,2278,1204,1
14,2252.9575,1176.7239,2304.3716,1233.3015,2278,1205,1
14,1532.8702,849.66296,1574.8383,909.5006,1553,879,1
15,2253.1846,1176.8464,2304.4072,1233.2048,2278,1205,1
15,1534.7354,850.1089,1574.7212,908.70996,1554,879,1
16,2252.9507,1176.6956,2304.3667,1233.1738,2278,1204,1
17,2253.1113,1176.7959,2304.3994,1233.227,2278,1205,1
17,1533.3064,851.7218,1575.3552,912.13745,1554,881,1
18,2252.9155,1176.7563,2304.3716,1233.2512,2278,1205,1
18,1533.2816,851.629,1575.235,912.02844,1554,881,1
19,2252.834,1176.6589,2304.3555,1233.2043,2278,1204,1
19,1533.2417,851.5255,1575.5486,912.0228,1554,881,1
20,2252.812,1176.5997,2304.3901,1233.1117,2278,1204,1
21,2253.0647,1176.7521,2304.385,1233.0438,2278,1204,1
22,2252.991,1176.7286,2304.386,1233.1893,2278,1204,1
23,2253.3777,1176.7363,2304.448,1232.7988,2278,1204,1
23,1531.4458,849.0248,1574.1311,909.41125,1552,879,1
24,2253.3472,1176.7368,2304.4321,1232.8091,2278,1204,1
24,1531.3916,848.96814,1574.1343,909.59973,1552,879,1
25,2252.9573,1176.6278,2304.4197,1233.1442,2278,1204,1
26,2253.1475,1176.6357,2304.394,1233.0435,2278,1204,1
26,1533.3906,852.3371,1575.1084,910.17975,1554,881,1
27,2253.2175,1176.625,2304.3699,1232.8228,2278,1204,1
27,1533.4384,854.62866,1574.6136,909.9175,1554,882,1
28,2253.0278,1176.485,2304.4478,1232.9047,2278,1204,1
28,1532.2906,855.3743,1574.6761,913.1817,1553,884,1
29,2253.254,1176.9391,2304.416,1233.2675,2278,1205,1
30,2252.965,1176.7859,2304.3005,1233.4021,2278,1205,1
31,2252.9023,1176.8771,2304.334,1233.7662,2278,1205,1
32,2252.8516,1176.7551,2304.2974,1233.4802,2278,1205,1
33,2253.0027,1176.7314,2304.325,1233.4282,2278,1205,1
34,2253.0806,1176.8367,2304.3442,1233.5554,2278,1205,1
35,2253.059,1176.8235,2304.3481,1233.5691,2278,1205,1
36,2253.2893,1177.0339,2304.3528,1233.3994,2278,1205,1
37,2253.3306,1177.0115,2304.349,1233.3743,2278,1205,1
38,2253.088,1176.9276,2304.3535,1233.34,2278,1205,1
38,1533.0566,857.09863,1574.481,912.52734,1553,884,1
39,2253.041,1176.9204,2304.3545,1233.3528,2278,1205,1
40,2253.0916,1177.0043,2304.2976,1233.3722,2278,1205,1
41,2253.1611,1177.0427,2304.3145,1233.4075,2278,1205,1
42,2253.0332,1177.0264,2304.2607,1233.3523,2278,1205,1
43,2253.0374,1177.0137,2304.2542,1233.334,2278,1205,1
44,2253.1055,1176.9521,2304.3096,1233.1958,2278,1205,1
45,2253.0522,1176.9598,2304.3193,1233.2557,2278,1205,1
46,2252.7407,1176.9246,2304.3545,1233.6267,2278,1205,1
47,2252.7627,1176.9232,2304.3574,1233.6188,2278,1205,1
48,2253.1016,1176.8842,2304.4614,1233.2174,2278,1205,1
49,2253.185,1176.9132,2304.48,1233.205,2278,1205,1
50,2253.2546,1177.1879,2304.3718,1233.4725,2278,1205,1
51,2253.0444,1177.0557,2304.3755,1233.395,2278,1205,1
52,2253.2134,1177.124,2304.4663,1233.3965,2278,1205,1
53,2253.191,1177.0793,2304.4595,1233.3252,2278,1205,1
54,2253.1738,1177.1499,2304.3594,1233.2559,2278,1205,1
55,2253.0347,1177.1693,2304.3394,1233.5004,2278,1205,1
56,2252.86,1176.9485,2304.339,1233.5242,2278,1205,1
57,2252.979,1176.8542,2304.372,1233.3186,2278,1205,1
58,2252.857,1177.0043,2304.397,1233.4857,2278,1205,1
59,2252.7249,1176.8269,2304.2869,1233.384,2278,1205,1
60,2252.76,1176.9153,2304.2805,1233.508,2278,1205,1
61,2253.1577,1176.9803,2304.4028,1233.2721,2278,1205,1
62,2253.13,1176.8811,2304.4463,1233.3286,2278,1205,1
63,2253.1094,1176.9607,2304.3867,1233.3005,2278,1205,1
64,2253.2268,1177.0552,2304.3738,1233.2759,2278,1205,1
65,2253.3994,1177.042,2304.4473,1233.3296,2278,1205,1
66,2253.2996,1177.1299,2304.3684,1233.3662,2278,1205,1
67,2253.1924,1176.9468,2304.415,1233.2959,2278,1205,1
68,2252.6604,1177.2485,2304.3416,1233.96,2278,1205,1
69,2252.8096,1177.1653,2304.3936,1233.8599,2278,1205,1
70,2253.0146,1177.0134,2304.4795,1233.6077,2278,1205,1
71,2252.83,1177.2664,2304.2754,1233.8298,2278,1205,1
72,2253.1348,1177.0674,2304.433,1233.55,2278,1205,1
73,2252.675,1176.449,2304.3557,1233.186,2278,1204,1
74,2252.1304,1176.8722,2304.2495,1234.045,2278,1205,1
75,2252.5796,1176.6019,2304.2607,1233.5414,2278,1205,1
76,2252.1357,1176.6482,2304.2031,1233.6084,2278,1205,1
77,2252.4521,1176.2584,2304.291,1233.211,2278,1204,1
78,2252.2559,1176.3657,2304.1963,1233.4038,2278,1204,1
79,2252.6162,1176.6147,2304.2305,1233.2776,2278,1204,1
80,2252.5,1176.6917,2304.1934,1233.406,2278,1205,1
81,2252.6858,1176.2601,2304.2268,1232.9401,2278,1204,1
82,2252.4392,1176.6973,2304.217,1233.541,2278,1205,1
83,2252.6567,1176.2786,2304.1812,1232.8792,2278,1204,1
84,2252.253,1175.8635,2304.331,1233.3245,2278,1204,1
84,1661.7488,451.9668,1706.8489,506.79333,1684,479,1
85,2252.4275,1175.908,2304.3357,1233.1797,2278,1204,1
86,2252.371,1175.8071,2304.3433,1233.2437,2278,1204,1
86,1815.1953,466.1808,1859.7407,506.83154,1837,486,1
87,2252.4492,1175.7357,2304.3691,1233.099,2278,1204,1
88,2252.4365,1175.7305,2304.3472,1233.0278,2278,1204,1
89,2252.4814,1175.6885,2304.37,1232.9548,2278,1204,1
90,2252.481,1175.7009,2304.3628,1232.9495,2278,1204,1
90,2199.4639,500.9939,2246.9126,551.70557,2223,526,1
91,2252.4663,1175.678,2304.371,1232.9578,2278,1204,1
91,2199.5137,501.0603,2246.9634,551.78906,2223,526,1
92,2252.455,1175.7028,2304.3677,1232.9384,2278,1204,1
92,2311.6675,517.24146,2361.067,570.2859,2336,543,1
93,2252.5996,1175.8458,2304.3516,1232.858,2278,1204,1
93,2312.3616,515.223,2359.445,570.5532,2335,542,1
94,2252.4526,1175.8892,2304.3413,1232.9131,2278,1204,1
95,2251.937,1175.7942,2304.398,1233.5325,2278,1204,1
96,2252.0063,1175.7883,2304.3398,1233.6489,2278,1204,1
97,2251.9106,1175.741,2304.3296,1233.6492,2278,1204,1
98,2252.6243,1175.7378,2304.3557,1232.9307,2278,1204,1
99,2252.4834,1175.9922,2304.3262,1233.2402,2278,1204,1
100,2252.362,1175.8975,2304.3416,1233.2646,2278,1204,1
101,2252.2576,1175.7908,2304.3074,1233.3997,2278,1204,1
102,2252.3103,1175.8472,2304.3088,1233.4214,2278,1204,1
103,2252.9666,1175.8098,2304.2634,1233.0422,2278,1204,1
104,2252.7896,1175.8157,2304.2485,1233.2429,2278,1204,1
105,2252.9224,1175.801,2304.2817,1233.1443,2278,1204,1
106,2252.769,1175.7656,2304.266,1233.206,2278,1204,1
107,2252.831,1175.7565,2304.2832,1233.1578,2278,1204,1
108,2252.7668,1175.8052,2304.2463,1233.1919,2278,1204,1
108,1595.8555,606.7798,1643.8638,660.0647,1619,633,1
109,2252.8232,1175.7794,2304.2666,1233.1974,2278,1204,1
109,1595.8829,606.78345,1643.882,660.0906,1619,633,1
110,2252.7373,1175.8358,2304.25,1233.3671,2278,1204,1
111,2252.829,1175.8179,2304.291,1233.2852,2278,1204,1
112,2252.8872,1175.8721,2304.2397,1233.1672,2278,1204,1
113,2252.9224,1175.8328,2304.2651,1233.117,2278,1204,1
114,2252.5806,1175.9446,2304.231,1233.2346,2278,1204,1
115,2252.6052,1175.9628,2304.237,1233.2206,2278,1204,1
116,2252.602,1175.6235,2304.231,1233.0181,2278,1204,1
117,2252.7732,1175.6763,2304.2717,1232.9878,2278,1204,1
118,2252.677,1175.6929,2304.2288,1233.0894,2278,1204,1
119,2252.7139,1175.7178,2304.2285,1233.0972,2278,1204,1
120,2252.6396,1175.7117,2304.2432,1233.1079,2278,1204,1
121,2252.8267,1175.8541,2304.2505,1232.9381,2278,1204,1
122,2252.7227,1175.7776,2304.2188,1232.7327,2278,1204,1
123,2252.919,1175.8308,2304.2256,1232.4543,2278,1204,1
124,2252.7993,1175.9102,2304.191,1232.3887,2278,1204,1
125,2252.9038,1175.9712,2304.1782,1232.169,2278,1204,1
126,2252.6797,1175.8862,2304.121,1232.1982,2278,1204,1
127,2252.7534,1175.8735,2304.1343,1231.9893,2278,1203,1
128,2252.578,1175.7622,2304.0764,1231.9304,2278,1203,1
129,2252.684,1175.7588,2304.062,1231.6472,2278,1203,1
130,2252.7334,1175.7415,2304.0479,1231.3718,2278,1203,1
131,2252.521,1175.6255,2304.1362,1231.492,2278,1203,1
132,2252.4902,1175.6047,2304.1235,1231.4897,2278,1203,1
133,2253.0457,1175.9829,2304.0535,1231.1724,2278,1203,1
134,2253.1323,1175.963,2304.0825,1231.0524,2278,1203,1
135,2252.483,1175.9309,2304.0024,1231.6836,2278,1203,1
136,2252.5264,1175.8762,2304.0068,1231.5281,2278,1203,1
137,2252.966,1176.0013,2304.0754,1231.6193,2278,1203,1
138,2252.9482,1176.0483,2304.0688,1231.5479,2278,1203,1
139,2252.7542,1175.9807,2304.1428,1231.8787,2278,1203,1
140,2252.75,1176.0216,2304.13,1231.8707,2278,1203,1
141,2252.896,1176.0509,2304.1245,1231.8058,2278,1203,1
142,2252.8677,1176.1005,2304.1016,1231.8422,2278,1203,1
143,2252.9524,1175.9929,2304.1257,1231.5891,2278,1203,1
144,2252.9307,1176.0342,2304.1152,1231.6631,2278,1203,1
145,2253.0515,1176.0941,2304.1384,1231.6332,2278,1203,1
146,2253.0117,1176.1177,2304.124,1231.7439,2278,1203,1
147,2253.0415,1175.9362,2304.1528,1231.3009,2278,1203,1
148,2253.021,1175.9728,2304.1665,1231.3375,2278,1203,1
149,2253.1875,1175.943,2304.2456,1231.1373,2278,1203,1
150,2253.2012,1175.9685,2304.2393,1231.1018,2278,1203,1
151,2252.4077,1175.4932,2304.1704,1231.3184,2278,1203,1
152,2252.395,1175.5687,2304.186,1231.3866,2278,1203,1
153,2253.2085,1175.7915,2304.2368,1231.0112,2278,1203,1
154,2253.2676,1175.9338,2304.2173,1231.0559,2278,1203,1
155,2252.6475,1175.5134,2304.1943,1231.1804,2278,1203,1
156,2252.744,1175.5391,2304.2234,1231.1348,2278,1203,1
157,2253.1035,1176.0029,2304.1826,1231.6821,2278,1203,1
158,2253.3408,1175.922,2304.1895,1230.9594,2278,1203,1
159,2253.253,1175.8699,2304.1855,1231.0872,2278,1203,1
160,2252.6855,1175.7463,2304.0664,1231.3352,2278,1203,1
161,2252.6877,1175.7092,2304.0657,1231.3635,2278,1203,1
162,2252.9048,1175.9524,2304.1255,1231.2048,2278,1203,1
163,2252.8672,1175.9785,2304.1025,1231.3027,2278,1203,1
164,2253.0728,1175.6855,2304.1655,1230.9834,2278,1203,1
165,2253.0342,1175.7156,2304.168,1231.136,2278,1203,1
166,2253.0303,1175.8999,2304.2104,1231.1995,2278,1203,1
167,2253.0078,1175.8851,2304.2188,1231.3009,2278,1203,1
168,2252.7324,1175.8304,2304.1816,1231.6141,2278,1203,1
168,1442.4924,599.05023,1484.0911,663.5224,1463,631,1
169,2253.185,1175.8796,2304.2144,1231.0925,2278,1203,1
170,2253.3188,1175.8875,2304.2368,1230.8909,2278,1203,1
171,2253.0083,1175.9088,2304.1973,1231.3141,2278,1203,1
172,2253.0493,1175.8762,2304.1602,1231.1965,2278,1203,1
173,2253.0166,1175.8923,2304.1567,1231.2458,2278,1203,1
174,2252.9504,1175.8346,2304.1174,1231.066,2278,1203,1
175,2252.9731,1175.7024,2304.1318,1230.9934,2278,1203,1
176,2253.093,1175.7119,2304.1414,1230.9385,2278,1203,1
177,2252.9827,1175.8392,2304.1843,1231.859,2278,1203,1
178,2252.6533,1175.5029,2304.0508,1231.5659,2278,1203,1
179,2252.5752,1175.531,2304.0547,1231.6443,2278,1203,1
180,2252.6611,1175.3179,2304.087,1231.4597,2278,1203,1
181,2252.875,1175.3657,2304.1167,1231.2812,2278,1203,1
181,1446.7476,620.6675,1506.0557,695.405,1476,658,1
